simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0782358	18999	274.461
40	1228	91	0	105.211	3.72345e-06	3.07754
80	1242	14	0	96.8578	7.03351e-16	0.0126039
120	1266	24	0	97.8907	1.24915e-25	5.16178e-05
160	1288	22	0	97.31	2.07246e-35	2.11392e-07
200	1332	44	0	98.093	3.17181e-45	8.65703e-10
240	1378	46	0	98.3279	4.41693e-55	3.54521e-12
280	1429	51	0	98.5154	5.63331e-65	1.4518e-14
320	1486	57	0	105.51	6.57873e-75	95.5037
360	1549	64	1	99.3884	7.04998e-85	0.391085
400	1641	94	2	99.7124	6.88209e-95	0.00160145
440	1743	102	0	100.903	6.02309e-105	6.55766e-06
480	1855	112	0	102.454	4.707e-115	2.68519e-08
520	2015	162	2	102.768	3.22241e-125	1.0995e-10
560	2119	107	3	103.347	1.91147e-135	4.50197e-13
600	2200	86	5	103.286	9.84874e-146	1.84332e-15
640	2295	97	2	111.755	4.3816e-156	12.1834
680	2390	99	4	105.586	1.62251e-166	0.0498813
720	2429	42	3	105.92	5.11815e-177	0.000204218
760	2470	46	5	106.669	1.37671e-187	8.36052e-07
800	2507	47	10	106.006	3.12579e-198	3.42261e-09
840	2584	83	6	107.596	5.91518e-209	1.40108e-11
880	2665	86	5	107.067	9.40432e-220	5.7353e-14
920	2761	104	8	116.953	1.27347e-230	378.561
960	2861	109	9	110.089	1.44026e-241	1.5496
1000	2979	123	5	110.664	1.36979e-252	0.0063426
1040	3137	166	8	110.622	1.08218e-263	2.59597e-05
1080	3333	199	3	113.163	6.93273e-275	1.06247e-07
1120	3546	221	8	115.446	3.62479e-286	4.34829e-10
1160	3832	293	7	115.489	1.47942e-297	1.77952e-12
1200	4023	200	9	118.413	0	7.28228e-15
1240	4186	167	4	127.474	0	48.1545
1280	4378	195	3	119.963	0	0.197041
1320	4548	176	6	122.773	0	0.000806207
1360	4637	97	8	123.798	0	3.29844e-06
1400	4711	82	8	123.672	0	1.3494e-08
