simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0802917	18999	274.461
40	1231	94	0	108.813	3.70512e-06	5.52142
80	1245	14	0	94.5341	7.00941e-16	0.0363292
120	1261	16	0	94.1652	1.31119e-25	0.0101222
160	1281	20	0	94.2099	2.42593e-35	0.00368054
200	1312	31	0	94.6423	4.24263e-45	0.000346171
240	1348	36	0	94.4335	6.90427e-55	1.41917e-06
280	1390	42	0	95.1234	1.04276e-64	5.81184e-09
320	1444	54	0	95.4787	1.4424e-74	2.38004e-11
360	1508	64	0	103.605	1.8437e-84	438.118
400	1592	85	1	101.062	2.14497e-94	2.78659
440	1687	104	9	95.7416	2.5168e-104	0.0459064
480	1763	85	9	97.2907	3.39455e-114	0.0169015
520	1846	98	15	96.3588	4.60456e-124	0.00459977
560	1907	81	20	97.5403	5.71985e-134	0.000868033
600	1949	59	17	97.0409	6.36377e-144	0.000178097
640	2045	103	7	97.5065	6.25933e-154	1.2004e-06
680	2145	104	4	98.9128	5.3695e-164	4.91549e-09
720	2171	29	3	111.915	4.04393e-174	341.648
760	2190	26	7	99.6993	2.68989e-184	1.40285
800	2203	37	24	99.25	1.69382e-194	0.0197978
840	2203	40	40	98.2215	1.06568e-204	0.00670313
880	2215	41	29	100.067	6.11473e-215	0.00235803
920	2235	57	37	101.354	3.12663e-225	0.000424719
960	2309	85	11	99.7446	1.42899e-235	1.74047e-06
1000	2417	114	6	101.737	5.74188e-246	7.12589e-09
1040	2551	139	5	102.261	2.00143e-256	2.91743e-11
1080	2657	114	8	115.512	6.06652e-267	171.83
1120	2786	136	7	102.389	1.61673e-277	0.722991
1160	2947	168	7	106.057	4.43163e-288	0.0529048
1200	3033	96	10	104.037	1.49609e-298	0.0137455
1240	3094	79	18	102.945	0	0.00391949
1280	3202	127	19	103.836	0	0.000590996
1320	3339	142	5	105.033	0	4.69839e-06
1360	3396	66	9	106.27	0	1.92341e-08
1400	3425	34	5	105.887	0	7.87372e-11
1440	3475	53	3	116.985	0	86.4176
1440.02	3479	5	1	0.508286	0	86.1803
