simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0766736	18999	274.461
40	1230	93	0	107.316	3.72574e-06	4.15345
80	1246	16	0	95.3156	7.05213e-16	0.0170102
120	1268	22	0	95.1971	1.26049e-25	6.96636e-05
160	1294	26	0	95.1508	2.09659e-35	2.85295e-07
200	1339	45	0	95.2823	3.21995e-45	1.16835e-09
240	1379	40	0	103.429	4.52496e-55	438.222
280	1435	56	0	97.4542	5.81473e-65	2.07998
320	1485	50	0	95.6	6.86755e-75	0.0143077
360	1545	61	1	96.3209	7.70077e-85	0.00278615
400	1644	100	1	97.4125	7.8513e-95	0.000488631
440	1728	85	1	97.0438	7.18613e-105	0.000178451
480	1848	122	2	108.61	5.87897e-115	256.791
520	2002	155	1	98.3448	4.21708e-125	1.0539
560	2113	116	5	99.8088	2.70633e-135	0.0167364
600	2177	66	2	100.19	1.65068e-145	0.00537878
640	2281	109	5	100.267	9.03744e-156	0.000712222
680	2372	97	6	101.602	4.21001e-166	0.000135824
720	2408	42	6	112.327	1.69241e-176	129.152
760	2442	41	7	102.238	5.85569e-187	0.531402
800	2482	45	5	102.464	1.75215e-197	0.0106104
840	2548	69	3	103.15	4.67835e-208	0.00245034
880	2627	88	9	104.053	1.07156e-218	0.00102341
920	2690	88	25	105.806	2.1045e-229	0.000178869
960	2768	97	19	115.403	3.56382e-240	64.9528
1000	2864	112	16	106.256	5.19155e-251	0.277824
1040	3014	155	5	107.018	7.1171e-262	0.0168724
1080	3145	144	13	105.557	9.48299e-273	0.00444376
1120	3352	211	4	108.566	1.09313e-283	0.00082836
1160	3570	237	19	108.907	1.0208e-294	1.55427e-05
1200	3752	196	14	121.267	0	32.6652
1240	3876	133	9	112.673	0	0.15297
1280	4032	166	10	112.641	0	0.0188927
1320	4166	140	6	113.321	0	0.00515886
1360	4235	78	9	114.647	0	0.000544395
1400	4257	62	40	113.971	0	5.0301e-06
1440	4297	60	20	125.578	0	16.4261
1440.02	4301	5	1	0.575608	0	16.381
